tid,gamma,trueage,relmid,impsamp,freqonly,simpavg
1132,4.217,-4.15433,0,0,-4.29492,0
1133,3.162,-3.48609,0,0,-3.51943,0
1134,2.371,-2.21222,0,0,-2.31125,0
1135,1.778,-1.91125,0,0,-1.98025,0
1136,1.334,-1.33635,0,0,-1.35923,0
1137,1,-0.69498,0,0,-0.73488,0
1138,0.332,-0.38219,0,0,-0.44841,0
1139,0.005,-0.14271,0,0,-0.20792,0
1140,0,0.00919,0,0,-0.02486,0
1141,100,-102.67406,0,0,-135.02484,0
1142,74.989,-73.51907,0,0,-88.79744,0
1143,56.423,-48.2746,0,0,-47.58694,0
1144,42.17,-39.00376,0,0,-48.09402,0
1145,31.623,-31.45238,0,0,-36.15659,0
1146,23.714,-22.1029,0,0,-23.33001,0
1147,17.783,-17.93383,0,0,-17.69349,0
1148,13.335,-12.69744,0,0,-13.94197,0
1149,10,-9.52554,0,0,-10.18553,0
1150,7.499,-7.73541,0,0,-8.42615,0
1151,5.623,-5.34986,0,0,-4.87911,0
1152,4.217,-129.43819,0,0,-4.31954,0
1153,3.162,-3.0081,0,0,-3.0561,0
1154,2.371,-2.34483,0,0,-2.25642,0
1155,1.778,-1.80436,0,0,-1.75941,0
1156,1.334,-1.2224,0,0,-1.25786,0
1157,1,-0.9791,0,0,-1.0143,0
1158,0.332,-0.2905,0,0,-0.35337,0
1159,0.005,-0.17555,0,0,-0.23825,0
1160,0,-0.08782,0,0,-0.12932,0
1161,100,-82.65863,0,0,-44.5953,0
1162,74.989,-59.769,0,0,-69.62673,0
1163,56.423,-50.40978,0,0,-34.25536,0
1164,42.17,-34.21063,0,0,-40.10399,0
1165,31.623,-26.88726,0,0,-35.34024,0
1166,23.714,-24.36883,0,0,-31.16121,0
1167,17.783,-18.00759,0,0,-19.42855,0
1168,13.335,-13.31487,0,0,-14.55281,0
1169,10,-9.62946,0,0,-10.15355,0
1170,7.499,-7.56575,0,0,-7.32151,0
1171,5.623,-5.55747,0,0,-5.15329,0
1172,4.217,-3.97992,0,0,-4.24254,0
1173,3.162,-3.15389,0,0,-3.15603,0
1174,2.371,-2.27186,0,0,-2.41961,0
1175,1.778,-1.86475,0,0,-1.9522,0
1176,1.334,-1.31976,0,0,-1.28991,0
1177,1,-1.02815,0,0,-1.04053,0
1178,0.332,-0.25339,0,0,-0.30181,0
1179,0.005,-0.14302,0,0,-0.21783,0
1180,0,-0.03594,0,0,-0.07233,0
1181,100,-91.3687,0,0,-107.98078,0
